date,license,in time,out time
01/10/2024,L1536HYCA,10:03:43,11:20:33
01/10/2024,ZP06204CA,10:03:49,11:01:20
01/10/2024,L3878HYTN,10:04:17,10:15:24
01/10/2024,9G44267CA,10:05:34,11:14:36
01/10/2024,9F19678CA,10:05:55,11:09:08
01/10/2024,YP89351CA,10:07:30,11:15:19
01/10/2024,9D56227CA,10:09:54,10:09:55
01/10/2024,9D56227CA,10:09:54,10:09:55
01/10/2024,9E58191CA,10:21:27,11:16:04
01/10/2024,9G79506CA,10:26:34,11:05:43
01/10/2024,YP97940CA,10:26:52,11:29:36
01/10/2024,9E28827CA,10:29:20,11:20:21
01/10/2024,YP78166CA,10:32:24,11:19:21
01/10/2024,9G73912CA,10:34:28,11:08:23
01/10/2024,9G63202CA,10:34:51,11:13:04
01/10/2024,9F75365CA,10:38:55,11:32:18
01/10/2024,9G39727CA,10:40:05,10:46:42
01/10/2024,YP97894CA,10:42:20,11:18:01
01/10/2024,9F37290CA,10:42:53,11:13:52
01/10/2024,9G84127CA,10:43:26,11:04:56
01/10/2024,ZP09990CA,10:50:03,11:29:06
01/10/2024,9G91782CA,10:51:52,11:17:13
01/10/2024,9G36458CA,10:57:06,10:57:29
01/10/2024,9G63790CA,10:58:45,10:59:04
01/10/2024,9B70359CA,10:59:31,10:59:46
01/10/2024,9F88779CA,11:05:18,11:28:09
01/10/2024,9F76181CA,11:09:22,11:30:07
01/10/2024,9E58213CA,11:17:16,11:18:38
01/10/2024,9E58201CA,11:20:32,11:37:18
01/10/2024,S9330HYTN,11:21:21,11:31:52
01/10/2024,9G39668CA,11:26:45,11:42:06
01/10/2024,9G70897CA,11:27:45,11:45:59
01/10/2024,L3859HYTN,11:34:34,11:34:35
01/10/2024,9F36802CA,11:37:46,11:54:57
01/10/2024,L1593HYTN,11:39:56,11:39:57
01/10/2024,9F48210CA,11:46:28,12:34:20
01/10/2024,2890246IN,11:47:50,13:37:45
01/10/2024,2890453IN,11:55:13,13:39:24
01/10/2024,9F37289CA,11:56:20,11:56:21
01/10/2024,9F75263CA,11:56:32,13:12:26
01/10/2024,2890244CA,11:59:40,13:30:20
01/10/2024,YP33321CA,12:04:56,12:15:07
01/10/2024,9D88740CA,12:07:15,12:19:28
01/10/2024,YP39341CA,12:09:06,12:19:18
01/10/2024,9E71170CA,12:15:02,13:13:11
01/10/2024,9G91782CA,12:15:48,13:34:20
01/10/2024,9F88736CA,12:17:21,12:26:19
01/10/2024,9E71157CA,12:19:15,13:28:03
01/10/2024,9F88673CA,12:20:21,13:29:29
01/10/2024,FS2687IA,12:21:52,13:13:07
01/10/2024,YP62957CA,12:22:40,12:29:35
01/10/2024,9G55697CA,12:24:55,13:12:00
01/10/2024,2890250CA,12:26:24,13:37:59
01/10/2024,2890057IN,12:28:36,13:49:14
01/10/2024,9F37156CA,12:33:20,13:27:07
01/10/2024,9F19678CA,12:34:35,13:01:58
01/10/2024,2822290CA,12:37:08,13:52:58
01/10/2024,9F88759CA,12:37:52,12:47:24
01/10/2024,L3857HYTN,12:41:39,13:27:28
01/10/2024,2821022IN,12:45:08,14:02:43
01/10/2024,9E28826CA,12:46:39,13:36:52
01/10/2024,2817586IN,12:47:31,13:32:55
01/10/2024,9E58116CA,12:48:20,        
01/10/2024,9G63202CA,13:14:36,13:18:36
01/10/2024,9G63790CA,13:15:36,13:16:06
01/10/2024,9G36458CA,13:16:28,13:16:50
01/10/2024,9G39762CA,13:17:49,13:51:24
01/10/2024,9B70359CA,13:18:49,13:19:11
01/10/2024,L3860HYCA,13:25:15,13:25:40
01/10/2024,9E58171CA,13:27:57,14:03:21
01/10/2024,9G73989CA,13:43:51,14:10:01
01/10/2024,9G73912CA,13:51:53,14:19:27
01/10/2024,2890250IN,13:52:04,14:50:32
01/10/2024,9E58201CA,13:55:25,14:35:42
01/10/2024,9G55697CA,14:00:18,14:17:33
01/10/2024,9G31682CA,14:00:52,        
01/10/2024,9G63790CA,14:07:56,14:52:48
01/10/2024,9G73989CA,14:09:36,14:09:37
01/10/2024,9F24588CA,14:11:58,14:53:43
01/10/2024,9E71170CA,14:15:17,14:30:19
01/10/2024,9E94267CA,14:17:48,14:59:19
01/10/2024,9F75365CA,14:17:48,14:35:14
01/10/2024,9G24409CA,14:23:17,14:41:06
01/10/2024,9F75263CA,14:25:41,14:47:02
01/10/2024,9G36458CA,14:29:09,14:29:26
01/10/2024,9G17318CA,14:29:24,14:44:53
01/10/2024,9F19678CA,14:29:53,14:47:45
01/10/2024,9E71170CA,14:29:59,14:30:00
01/10/2024,9B70359CA,14:30:42,14:30:58
01/10/2024,9G80101CA,14:33:48,14:49:29
01/10/2024,9E58213CA,14:37:21,14:38:37
01/10/2024,9F88670CA,14:46:14,14:56:27
01/10/2024,9F75263CA,14:46:39,14:46:40
01/10/2024,XP22457CA,14:55:48,15:54:30
01/10/2024,9F06961CA,14:58:20,15:55:13
01/10/2024,S6846HYTN,15:03:26,15:56:23
01/10/2024,XP64279CA,15:11:26,15:55:48
01/10/2024,9G39727CA,15:45:07,16:04:16
01/10/2024,9G63790CA,15:46:21,15:46:47
01/10/2024,9G99912CA,15:54:59,16:19:37
01/10/2024,9F26208CA,16:12:53,16:31:37
01/11/2024,9G63202CA,08:04:45,08:25:07
01/11/2024,9G39668CA,08:05:36,08:14:46
01/11/2024,YP36929CA,08:07:06,        
01/11/2024,9F22692CA,08:09:13,08:52:43
01/11/2024,9G39762CA,08:09:52,08:38:30
01/11/2024,9E43672CA,08:10:23,08:43:52
01/11/2024,9G63790CA,08:11:48,08:12:07
01/11/2024,9F37289CA,08:13:02,08:51:43
01/11/2024,9G55697CA,08:13:31,08:34:27
01/11/2024,9E58191CA,08:14:50,08:48:25
01/11/2024,CF37U15CA,08:15:15,09:09:44
01/11/2024,S9331HYTN,08:19:22,08:28:54
01/11/2024,9G70897CA,08:25:33,08:44:29
01/11/2024,YP67882CA,08:27:40,08:45:50
01/11/2024,L1591HYTN,08:29:16,08:49:43
01/11/2024,L3869HYTN,08:35:06,10:33:18
01/11/2024,9G73989CA,08:40:32,08:40:33
01/11/2024,S6846HYCA,08:44:45,09:25:23
01/11/2024,9F75263CA,08:50:41,09:11:31
01/11/2024,9G63242CA,08:51:56,09:15:06
01/11/2024,9F75365CA,08:54:00,09:15:55
01/11/2024,9E94267CA,09:08:30,09:32:58
01/11/2024,9E94268CA,09:10:44,09:35:27
01/11/2024,9F93752CA,09:18:20,09:39:05
01/11/2024,9B70359CA,09:25:14,09:25:52
01/11/2024,9G63790CA,09:28:23,11:10:21
01/11/2024,9G55697CA,09:29:38,09:46:53
01/11/2024,9G61217CA,09:33:57,09:46:21
01/11/2024,9G39727CA,09:35:37,09:47:36
01/11/2024,9G50361CA,09:36:32,09:47:52
01/11/2024,9F88759CA,09:36:52,10:32:42
01/11/2024,9G84127CA,09:37:37,09:49:23
01/11/2024,9E58213CA,09:43:40,09:44:16
01/11/2024,9F26211CA,09:49:06,11:06:33
01/11/2024,9E71157CA,09:51:18,10:52:55
01/11/2024,9F24588CA,10:34:00,11:05:00
01/11/2024,9G73912CA,10:34:21,10:50:38
01/11/2024,9G50361CA,10:35:24,10:55:17
01/11/2024,9H02753CA,10:35:47,10:48:07
01/11/2024,9H00159CA,10:36:41,10:49:38
01/11/2024,ZP00323CA,10:37:36,10:55:36
01/11/2024,9E58201CA,10:37:55,10:57:45
01/11/2024,9G91782CA,10:38:34,11:17:02
01/11/2024,9F36802CA,10:39:12,10:52:08
01/11/2024,9F88553CA,10:39:53,11:09:07
01/11/2024,9G80101CA,10:40:10,11:08:38
01/11/2024,9F76181CA,10:40:58,11:11:04
01/11/2024,9E94268CA,10:42:20,11:04:19
01/11/2024,9G39761CA,10:43:02,11:09:43
01/11/2024,YP73428CA,10:44:00,11:01:50
01/11/2024,9G39727CA,10:44:13,11:25:24
01/11/2024,9E78620CA,10:44:30,11:00:22
01/11/2024,9G39704CA,10:50:50,11:21:12
01/11/2024,9B70359CA,10:52:03,10:52:23
01/11/2024,9E58213CA,10:53:45,11:37:40
01/11/2024,9G16270CA,10:57:18,11:12:29
01/11/2024,9E58201CA,10:57:24,10:57:26
01/11/2024,9F75263CA,10:59:01,10:59:02
01/11/2024,YP78166CA,11:02:56,11:41:20
01/11/2024,YP97940CA,11:03:29,11:54:25
01/11/2024,9F97373CA,11:03:59,11:17:24
01/11/2024,ZP07418CA,11:04:23,11:32:57
01/11/2024,9F19678CA,11:05:36,11:34:18
01/11/2024,9E71098CA,11:14:58,11:39:31
01/11/2024,9F88736CA,11:21:29,11:36:22
01/11/2024,9G73989CA,11:31:03,11:44:02
01/11/2024,9E58191CA,11:31:23,13:06:32
01/11/2024,9G79155CA,11:34:13,11:48:14
01/11/2024,9E28826CA,11:39:45,13:24:10
01/11/2024,9G39704CA,11:40:43,11:52:29
01/11/2024,ZP03364CA,11:42:00,13:38:35
01/11/2024,9G73989CA,11:43:40,11:43:41
01/11/2024,9G65852CA,11:43:41,13:26:31
01/11/2024,9E71170CA,11:43:51,11:43:52
01/11/2024,9F88673CA,13:04:50,13:22:03
01/11/2024,9E71078CA,13:05:43,13:20:42
01/11/2024,9D16259CA,13:06:45,13:44:32
01/11/2024,9G70897CA,13:07:43,13:28:57
01/11/2024,9E71157CA,13:08:22,13:17:17
01/11/2024,9E94268CA,13:09:12,13:30:33
01/11/2024,9G55697CA,13:12:22,13:27:22
01/11/2024,9G13319CA,13:12:43,13:36:46
01/11/2024,9G54370CA,13:13:26,13:23:51
01/11/2024,S6846HYTN,13:14:12,13:29:16
01/11/2024,YP87689CA,13:14:58,14:00:25
01/11/2024,9F26214CA,13:15:39,13:21:15
01/11/2024,9F37289CA,13:17:25,13:31:13
01/11/2024,YP85514CA,13:18:26,13:58:03
01/11/2024,9F88670CA,13:22:18,13:31:37
01/11/2024,9G70897CA,13:28:26,13:28:27
01/11/2024,3358937IN,13:30:19,13:50:05
01/11/2024,3359549IN,13:32:39,14:04:41
01/11/2024,9E50711CA,13:37:41,13:47:59
01/11/2024,9F47327CA,13:40:02,13:59:46
01/11/2024,3359472IN,13:40:52,14:08:08
01/11/2024,9G44349CA,13:41:58,14:00:48
01/11/2024,3359436IN,13:44:56,14:10:14
01/11/2024,9E94267CA,13:46:35,13:46:59
01/11/2024,9G31472CA,13:49:03,        
01/11/2024,9G22870CA,13:50:44,14:19:47
01/11/2024,YP97894CA,13:56:42,14:19:24
01/11/2024,9F75263CA,13:57:40,14:16:55
01/11/2024,9E58191CA,13:58:40,14:32:30
01/11/2024,9G26229CA,14:03:58,14:34:58
01/11/2024,9G73912CA,14:14:48,14:49:00
01/11/2024,9F88736CA,14:16:52,15:06:39
01/11/2024,9G60497CA,14:17:40,14:55:39
01/11/2024,ZP01917CA,14:19:02,14:56:42
01/11/2024,9G73989CA,14:19:35,14:39:49
01/11/2024,9F24588CA,14:23:04,14:44:06
01/11/2024,9G44117CA,14:23:54,14:33:39
01/11/2024,9F76662CA,14:30:09,14:38:02
01/11/2024,9F26218CA,14:33:11,14:42:10
01/11/2024,9G38855CA,14:33:33,15:51:58
01/11/2024,9E71078CA,14:35:48,15:57:37
01/11/2024,9F75473CA,14:38:16,15:54:34
01/11/2024,L3869HYTN,14:54:07,16:17:20
01/11/2024,ZP07418CA,15:07:17,15:55:50
01/11/2024,YP31347CA,15:33:07,15:54:56
01/11/2024,9F88736CA,15:33:46,15:46:11
01/11/2024,YP67881CA,15:34:16,16:18:43
01/11/2024,9F48210CA,15:38:21,16:20:16
01/11/2024,9G73989CA,15:45:09,16:18:49
01/11/2024,9E78564CA,15:49:10,16:02:23
01/11/2024,ZP07444CA,15:49:36,16:17:49
01/11/2024,YP76027CA,16:00:16,16:34:09
01/11/2024,9E28586CA,16:03:15,16:21:04
01/11/2024,YP79618CA,16:03:33,16:21:18
01/11/2024,9E94297CA,16:11:04,16:42:32
01/12/2024,9G63202CA,08:07:36,08:30:08
01/12/2024,YP45660CA,08:08:49,        
01/12/2024,YAJW288CA,08:09:35,08:52:10
01/12/2024,YP97894CA,08:10:27,08:41:29
01/12/2024,9G63180CA,08:11:18,08:20:15
01/12/2024,YP87689CA,08:12:00,08:21:36
01/12/2024,9G44349CA,08:12:48,08:22:25
01/12/2024,L5471HYTN,08:13:18,08:22:46
01/12/2024,3359436IN,08:13:52,08:48:32
01/12/2024,9E71078CA,08:14:38,08:33:52
01/12/2024,9G70897CA,08:15:21,08:26:24
01/12/2024,9G35199CA,08:16:14,08:26:59
01/12/2024,9G24361CA,08:17:41,08:41:59
01/12/2024,3358936IN,08:18:10,08:49:17
01/12/2024,9G47341CA,08:18:51,08:27:47
01/12/2024,3358937IN,08:19:09,08:40:41
01/12/2024,L1591HYTN,08:20:05,08:28:11
01/12/2024,YP79618CA,08:20:47,        
01/12/2024,3359472IN,08:21:30,08:43:59
01/12/2024,9G55697CA,08:22:44,08:51:06
01/12/2024,9G39763CA,08:23:41,08:34:41
01/12/2024,L1536HYTN,08:28:24,10:20:38
01/12/2024,9E50711CA,08:40:24,08:53:35
01/12/2024,9G27425CA,08:41:42,09:51:26
01/12/2024,9G85460CA,08:43:00,09:07:13
01/12/2024,9G31321CA,08:43:27,08:54:20
01/12/2024,ZP07418CA,08:47:34,09:08:08
01/12/2024,L1593HYTN,08:49:57,        
01/12/2024,9E58201CA,08:51:24,09:03:36
01/12/2024,L5480HYTN,08:52:48,09:08:00
01/12/2024,YP36929CA,08:57:02,09:16:14
01/12/2024,9G44349CA,08:58:39,09:50:17
01/12/2024,YAJA302OR,08:59:54,09:53:38
01/12/2024,CF37U15CA,09:05:57,11:00:04
01/12/2024,9F26211CA,09:07:14,09:50:35
01/12/2024,S9330HYTN,09:07:38,09:30:37
01/12/2024,YAJA354OR,09:08:35,09:53:05
01/12/2024,YP67881CA,09:11:39,09:48:47
01/12/2024,9G78411CA,09:12:39,09:53:49
01/12/2024,YP36588CA,09:13:34,09:54:48
01/12/2024,9G38846CA,09:15:22,10:19:33
01/12/2024,XP96504CA,09:19:21,10:48:25
01/12/2024,9E28826CA,09:25:52,10:19:09
01/12/2024,9D96608CA,09:28:29,09:54:19
01/12/2024,9E20398CA,09:29:28,10:54:15
01/12/2024,9E58191CA,09:31:27,10:54:11
01/12/2024,9E94268CA,09:37:36,11:12:10
01/12/2024,9G73989CA,09:38:55,10:50:57
01/12/2024,9F31131CA,09:39:41,11:01:43
01/12/2024,YP42870CA,09:40:33,10:21:58
01/12/2024,9G65852CA,09:40:54,11:02:45
01/12/2024,9G79506CA,09:41:40,10:20:27
01/12/2024,9G82991CA,09:42:07,10:33:26
01/12/2024,9E94267CA,09:46:58,11:11:06
01/12/2024,9G55697CA,10:35:59,11:13:51
01/12/2024,9G50361CA,10:36:51,10:57:01
01/12/2024,9F24588CA,10:37:47,10:57:28
01/12/2024,9F88639CA,10:38:12,11:10:31
01/12/2024,YP85514CA,10:38:38,11:11:49
01/12/2024,9F55275CA,10:39:40,11:09:02
01/12/2024,ZP04323CA,10:40:15,11:15:32
01/12/2024,9G54370CA,10:45:52,11:56:17
01/12/2024,9G79391CA,10:48:58,10:55:38
01/12/2024,9G73957CA,10:52:50,11:19:13
01/12/2024,9G63202CA,10:53:22,11:12:27
01/12/2024,9G66607CA,10:53:53,11:21:40
01/12/2024,9G13319CA,10:55:13,11:38:43
01/12/2024,9H02752CA,10:59:32,11:38:54
01/12/2024,YP58320CA,11:00:32,11:40:17
01/12/2024,9D65369CA,11:01:20,        
01/12/2024,9F75450CA,11:09:17,11:25:28
01/12/2024,YP97894CA,11:11:16,11:37:24
01/12/2024,9G38846CA,11:14:19,11:26:49
01/12/2024,YP98618CA,11:16:16,11:23:25
01/12/2024,9G47341CA,11:16:51,11:27:25
01/12/2024,9E72744CA,11:18:20,11:37:07
01/12/2024,9E50711CA,11:18:40,11:33:14
01/12/2024,ZP12608CA,11:21:07,11:53:08
01/12/2024,9F37289CA,11:22:42,11:23:16
01/12/2024,9F76181CA,11:23:35,13:19:29
01/12/2024,9G39762CA,11:26:15,11:55:49
01/12/2024,9F55074CA,11:27:07,11:41:58
01/12/2024,9F37290CA,11:30:04,11:45:13
01/12/2024,YP95841CA,11:31:53,13:21:56
01/12/2024,9F88639CA,11:34:32,13:13:05
01/12/2024,9E78643CA,11:36:14,13:23:10
01/12/2024,YP67945CA,11:38:22,12:08:33
01/12/2024,YP88612CA,11:39:07,        
01/12/2024,3358937IN,11:44:31,13:24:49
01/12/2024,9G56623CA,12:57:40,13:03:16
01/12/2024,9F48210CA,12:58:46,13:08:44
01/12/2024,9G55697CA,12:59:40,13:22:11
01/12/2024,9G63929CA,13:00:23,13:07:30
01/12/2024,9G63202CA,13:00:55,13:08:58
01/12/2024,YP78166CA,13:01:23,13:54:53
01/12/2024,9G38846CA,13:02:09,13:54:21
01/12/2024,WP58418CA,13:03:01,13:10:18
01/12/2024,YP97940CA,13:03:43,13:36:24
01/12/2024,9G73912CA,13:04:39,13:34:05
01/12/2024,9G13236CA,13:05:46,13:11:47
01/12/2024,3358936IN,13:06:35,13:40:03
01/12/2024,YP97894CA,13:07:11,13:55:50
01/12/2024,ZP15101CA,13:08:01,13:13:19
01/12/2024,9H02750CA,13:08:45,14:23:23
01/12/2024,9F24588CA,13:09:08,13:56:45
01/12/2024,YP67739CA,13:09:35,        
01/12/2024,9E43672CA,13:10:14,        
01/12/2024,9F75263CA,13:13:19,13:24:46
01/12/2024,9F26215CA,13:13:59,13:42:55
01/12/2024,YP12501CA,13:14:25,13:43:17
01/12/2024,9F88743CA,13:14:47,13:46:18
01/12/2024,9E58200CA,13:15:09,13:39:17
01/12/2024,9G39761CA,13:15:59,15:07:10
01/12/2024,9G73957CA,13:16:37,13:41:19
01/12/2024,ZP12688CA,13:17:16,13:37:39
01/12/2024,9G99567CA,13:18:03,13:41:26
01/12/2024,9G39727CA,13:19:41,13:53:47
01/12/2024,9F26214CA,13:22:37,13:45:31
01/12/2024,9G35199CA,13:26:07,        
01/12/2024,9E94268CA,13:41:53,14:08:41
01/12/2024,9E94268CA,13:41:53,14:08:41
01/12/2024,9F75473CA,13:50:56,14:15:05
01/12/2024,9G55697CA,13:51:37,14:25:14
01/12/2024,9F88639CA,13:59:53,14:37:01
01/12/2024,9G05333CA,14:01:06,14:10:17
01/12/2024,9G73989CA,14:02:06,        
01/12/2024,S1228HYTN,14:02:52,14:49:24
01/12/2024,9E71078CA,14:05:30,14:32:51
01/12/2024,YP31260CA,14:13:40,14:50:40
01/12/2024,ZP00149CA,14:22:07,14:55:30
01/12/2024,9G39762CA,14:25:52,14:51:41
01/12/2024,9E82773CA,14:27:40,16:02:20
01/12/2024,9F75365CA,14:33:27,14:53:12
01/12/2024,L3859HYTN,14:40:13,16:06:40
01/12/2024,S9330HYTN,14:40:51,16:23:54
01/12/2024,YP76025CA,14:42:24,15:48:38
01/12/2024,YP60114CA,14:43:46,15:56:40
01/12/2024,9E94297CA,14:51:57,15:33:04
01/12/2024,L3865HYCA,14:53:06,16:00:50
01/12/2024,L1532HYTN,14:53:27,16:03:52
01/12/2024,9G66607CA,14:53:49,16:04:41
01/12/2024,K8441HYTN,14:54:12,15:52:56
01/12/2024,L1593HYCA,15:06:02,15:06:50
01/12/2024,K8453HYTN,15:33:04,15:44:35
01/12/2024,9F76181CA,15:34:02,15:53:23
01/12/2024,9F26214CA,15:35:35,16:01:47
01/12/2024,9F26219CA,15:36:23,15:51:48
01/12/2024,9G39822CA,15:36:43,15:47:47
01/12/2024,9F26215CA,15:37:45,15:45:28
01/12/2024,9G38855CA,15:40:42,15:50:59
01/12/2024,9E71157CA,15:41:36,16:20:18
01/12/2024,9E71078CA,15:42:20,16:31:30
01/12/2024,YP70429CA,15:45:36,16:14:49
01/12/2024,9E28826CA,15:49:19,16:21:45
01/12/2024,9G31321CA,15:50:38,        
01/12/2024,9F42340CA,15:59:44,        
01/12/2024,9E78564CA,16:15:51,16:39:25
01/14/2024,9G80250CA,08:03:33,08:28:58
01/14/2024,3358936IN,08:04:18,08:30:33
01/14/2024,9G55697CA,08:05:10,08:30:09
01/14/2024,3359955IN,08:09:44,08:32:49
01/14/2024,YP87689CA,08:10:21,08:52:37
01/14/2024,3359435IN,08:11:19,08:31:09
01/14/2024,3358566IN,08:27:58,09:13:03
01/14/2024,L3869HYTN,08:28:47,09:08:24
01/14/2024,9F93752CA,08:33:20,09:01:31
01/14/2024,9G63180CA,08:49:57,09:34:40
01/14/2024,9F88623CA,08:51:27,09:29:19
01/14/2024,K8450HYCA,09:10:09,09:59:42
01/14/2024,9G80250CA,09:11:03,09:36:45
01/14/2024,9G55697CA,09:13:25,09:28:07
01/14/2024,3358566IN,09:33:50,09:57:51
01/14/2024,L3867HYTN,09:37:05,10:04:17
01/14/2024,3358936IN,09:43:55,09:55:50
01/14/2024,9G73957CA,09:52:33,10:54:26
01/14/2024,9F88623CA,10:08:40,11:00:25
01/14/2024,9G80250CA,10:28:46,10:47:07
01/14/2024,9F88639CA,10:36:06,11:08:58
01/14/2024,9G39704CA,10:37:26,11:00:05
01/14/2024,3358566IN,10:46:59,11:20:13
01/14/2024,9F44080CA,11:01:05,11:41:27
01/14/2024,9G55697CA,11:02:57,11:42:28
01/14/2024,L3860HYCA,11:15:14,11:39:12
01/14/2024,3359955IN,11:22:05,11:48:00
01/14/2024,3359435IN,11:30:25,11:49:42
01/14/2024,3358566IN,11:38:52,13:28:40
01/14/2024,3358936IN,13:21:58,13:50:04
01/14/2024,9E28538CA,13:44:33,14:01:07
01/14/2024,3358566IN,13:50:35,14:49:59
01/14/2024,9G73989CA,15:58:14,16:23:24
01/15/2024,9F88779CA,07:00:22,07:36:00
01/15/2024,9G63202CA,07:00:51,07:31:38
01/15/2024,9G39926CA,07:01:30,07:34:25
01/15/2024,9G50439CA,07:01:57,07:10:31
01/15/2024,9G50437CA,07:03:17,07:16:50
01/15/2024,9F35444CA,07:03:58,07:17:31
01/15/2024,9E28599CA,07:04:37,07:35:16
01/15/2024,ZP07418CA,07:04:52,07:16:55
01/15/2024,YP97940CA,07:05:01,07:38:28
01/15/2024,ZP12688CA,07:05:37,07:15:13
01/15/2024,9G05365CA,07:06:22,07:36:06
01/15/2024,9G91794CA,07:07:53,07:36:58
01/15/2024,9G55697CA,07:10:07,07:37:55
01/15/2024,9G70897CA,07:13:03,07:52:56
01/15/2024,YP95841CA,07:15:38,07:40:52
01/15/2024,YP45660CA,07:33:28,07:43:57
01/15/2024,9G79155CA,07:35:03,08:20:41
01/15/2024,ZP07352CA,07:40:36,08:18:37
01/15/2024,9G39762CA,07:43:10,08:03:45
01/15/2024,9G27000CA,07:47:41,08:10:30
01/15/2024,9F22692CA,07:48:45,08:10:24
01/15/2024,YP85703CA,07:52:48,08:11:45
01/15/2024,9G39926CA,08:03:47,08:21:18
01/15/2024,9E71078CA,08:09:27,08:31:25
01/15/2024,9E43672CA,08:18:59,08:42:09
01/15/2024,9E94297CA,08:28:25,09:16:13
01/15/2024,9G84127CA,08:32:18,08:46:24
01/15/2024,9G80101CA,08:35:49,08:48:00
01/15/2024,9G39704CA,08:36:16,08:50:32
01/15/2024,2817586CA,08:38:00,09:04:34
01/15/2024,2889882CA,08:40:09,09:06:11
01/15/2024,9G91559CA,08:44:07,08:50:55
01/15/2024,9E94268CA,08:47:10,09:22:29
01/15/2024,2890246CA,08:48:13,09:26:19
01/15/2024,2890246IN,08:49:24,09:25:34
01/15/2024,2822290CA,08:50:55,09:31:05
01/15/2024,2890243CA,08:52:07,09:38:25
01/15/2024,2890056CA,08:53:27,09:22:00
01/15/2024,9E58190CA,08:53:35,09:41:51
01/15/2024,2890249IN,08:55:52,09:56:59
01/15/2024,YP79536CA,08:56:42,09:05:06
01/15/2024,9F76181CA,08:59:50,09:24:27
01/15/2024,9G38743CA,09:00:30,09:51:24
01/15/2024,9G55697CA,09:01:18,09:38:43
01/15/2024,ZP00152CA,09:02:47,09:49:30
01/15/2024,60756ANV,09:03:28,09:18:23
01/15/2024,9E28586CA,09:09:59,09:20:58
01/15/2024,9E71157CA,09:11:09,09:36:25
01/15/2024,FP9106CA,09:14:29,09:29:56
01/15/2024,9E28599CA,09:17:07,09:37:07
01/15/2024,FS2687IA,09:17:38,09:36:41
01/15/2024,9E71078CA,09:18:53,09:51:47
01/15/2024,YP73873CA,09:22:08,09:40:14
01/15/2024,9G73989CA,09:25:07,09:53:04
01/15/2024,9G39761CA,09:30:39,11:09:32
01/15/2024,9F19678CA,09:35:05,09:52:52
01/15/2024,9G27425CA,09:39:03,10:29:44
01/15/2024,9G31654CA,09:48:24,10:46:19
01/15/2024,9E64038CA,10:03:07,10:52:49
01/15/2024,9G91782CA,10:04:36,10:57:14
01/15/2024,9G39759CA,10:06:45,11:00:49
01/15/2024,9F75263CA,10:08:00,11:01:03
01/15/2024,9G22979CA,10:09:20,10:47:16
01/15/2024,9E43672CA,10:12:26,10:56:52
01/15/2024,9G91559CA,10:15:49,11:03:00
01/15/2024,9E58200CA,10:16:31,10:45:31
01/15/2024,9G39704CA,10:30:51,10:38:15
01/15/2024,ZP12688CA,10:34:24,10:47:54
01/15/2024,9E58190CA,10:38:13,11:11:03
01/15/2024,9G55697CA,10:39:31,11:13:58
01/15/2024,9F35444CA,10:40:15,10:59:11
01/15/2024,9F93752CA,10:42:25,10:55:16
01/15/2024,9G80101CA,10:43:16,11:07:27
01/15/2024,9G73912CA,10:44:05,11:08:50
01/15/2024,YP97940CA,10:44:49,11:08:10
01/15/2024,9E28586CA,10:46:49,11:12:28
01/15/2024,9G63202CA,10:48:02,11:10:03
01/15/2024,9G73989CA,10:48:31,11:14:43
01/15/2024,9F88639CA,10:51:51,11:00:46
01/15/2024,YP91210CA,10:57:08,11:13:43
01/15/2024,9F75473CA,10:58:16,11:20:34
01/15/2024,YP95841CA,11:01:22,11:31:36
01/15/2024,9F88673CA,11:05:58,11:34:53
01/15/2024,YP98619CA,11:09:09,11:25:18
01/15/2024,YP98618CA,11:11:36,11:27:03
01/15/2024,9D96601CA,11:12:08,11:32:42
01/15/2024,9G73957CA,11:14:10,11:36:01
01/15/2024,9E28827CA,11:29:26,11:40:28
01/15/2024,9G05365CA,11:32:34,11:39:32
01/15/2024,9G38846CA,11:33:53,12:03:17
01/15/2024,9G80250CA,11:39:20,11:56:47
01/15/2024,9E71078CA,11:44:28,11:55:08
01/15/2024,ZP00149CA,11:50:26,13:22:01
01/15/2024,9F75263CA,11:55:20,13:17:06
01/15/2024,YP98619CA,11:58:41,        
01/15/2024,YP10889CA,11:59:36,        
01/15/2024,YP78166CA,12:00:41,13:28:59
01/15/2024,YP97894CA,12:02:48,13:31:29
01/15/2024,9E58200CA,12:05:41,13:19:14
01/15/2024,9G73989CA,12:06:58,13:31:15
01/15/2024,9G63202CA,12:08:14,13:32:26
01/15/2024,9G79155CA,12:09:41,13:32:33
01/15/2024,9G70897CA,12:30:46,13:22:41
01/15/2024,9F93752CA,12:32:00,12:43:05
01/15/2024,YP60061CA,12:32:56,13:52:32
01/15/2024,9G16367CA,12:34:43,13:40:12
01/15/2024,YP85703CA,12:36:54,12:51:59
01/15/2024,9E58206CA,12:37:58,13:33:07
01/15/2024,9G99912CA,12:39:25,12:50:13
01/15/2024,9B70359CA,12:40:09,13:24:31
01/15/2024,9E78628CA,12:40:54,12:49:42
01/15/2024,9F76181CA,12:41:54,13:35:09
01/15/2024,82588ANV,12:43:18,12:53:51
01/15/2024,ZP00350CA,12:44:14,13:26:21
01/15/2024,9F37289CA,12:45:43,13:18:54
01/15/2024,9G05365CA,12:49:08,12:58:59
01/15/2024,9F88673CA,12:50:30,13:37:17
01/15/2024,S9331HYTN,12:52:22,13:03:46
01/15/2024,9E58201CA,12:56:38,13:28:31
